order_id,symbol,time_frame,order_type,entry_price,stoploss_price,target_price,stock_quantity,purchased_cmp_date,purchased_on,is_trade_started,is_evaluated,entry_timestamp,completed_on,status,reason,entry_hit,exit_leg,actual_filled_entry_price,actual_exit_price,OCO_confirmed_flag,engine_status,engine_error,engine_generated_setups_count,match_reason,zone_type,selected_zone_id,retest_count,penetration_pct,entry_tertile,freshness_status_at_emission,freshness_suppressed_by_g4,zone_state,quality_priority,age_class,zone_v38_score,gap_composite_score,selected_zone_source
164275,hindustan_aeronautics,25,BUY,4483.42,4414.63,4679.67,1.0,2026-08-04 17:41:00,2026-08-04 17:41:00,False,False,,,,,,UNKNOWN,4483.42,,UNKNOWN,OK,,0,NO_SAME_SIDE_SETUP,BZ,,13,0.0,3,NON_FRESH_BLOCK_BY_G4,True,RED,AVOID,FRESH,-16,0,raw_setup_payload.zones_X
164277,hindalco_industries,6,BUY,982.822,971.472,1050.8,1.0,2026-08-04 17:41:00,2026-08-04 17:42:00,False,False,,,,,,UNKNOWN,982.822,,UNKNOWN,OK,,1,SAME_SIDE_FALLBACK,GDZ,TEST_X_GDZ_7385,0,0.0,1,FRESH_PASS,False,GREEN,MEDIUM,FRESH,10,9,raw_setup_payload.zones_X
164280,reliance,2,BUY,1281.92,1268.17,1314.9,1.0,2026-08-06 12:02:00,2026-08-06 12:02:00,True,False,2026-08-28 11:15:00,,pending,Still active,True,UNKNOWN,1281.92,,UNKNOWN,OK,,1,SAME_SIDE_FALLBACK,BZ,TEST_X_BZ_3459,0,0.0,1,FRESH_PASS,False,GREEN,HIGH,FRESH,10,0,raw_setup_payload.zones_X
164281,dlf,6,BUY,619.828,607.443,654.15,1.0,2026-08-06 12:02:00,2026-08-06 12:03:00,False,False,,,,,,UNKNOWN,619.828,,UNKNOWN,OK,,1,PRICE_MATCH,BZ,TEST_X_BZ_7021,0,0.0,3,FRESH_PASS,False,GREEN,HIGH,FRESH,10,0,raw_setup_payload.zones_X
164283,shriram_finance,1,BUY,1088.93,1067.52,1179.91,1.0,2026-08-06 16:00:00,2026-08-06 16:00:00,True,True,2026-08-28 05:30:00,2026-08-31 05:30:00,failed,Stoploss hit,True,SL,1088.93,1067.52,UNKNOWN,OK,,1,PRICE_MATCH,BZ,TEST_X_BZ_1638,0,0.0,1,FRESH_PASS,False,GREEN,MEDIUM,FRESH,10,0,raw_setup_payload.zones_X
164285,tata_steel,1,BUY,178.768,176.283,193.31,1.0,2026-08-07 16:00:00,2026-08-07 16:00:00,False,False,,,,,,UNKNOWN,178.768,,UNKNOWN,OK,,0,NO_SAME_SIDE_SETUP,BZ,,0,0.0,3,FRESH_PASS,False,GREEN,MEDIUM,FRESH,10,0,raw_setup_payload.zones_X
164286,britannia_industries,25,BUY,5430.63,5349.07,5640.5,1.0,2026-08-07 16:00:00,2026-08-07 16:00:00,True,False,2026-08-21 09:21:00,,pending,Still active,False,UNKNOWN,5430.63,,UNKNOWN,OK,,1,SAME_SIDE_FALLBACK,BZ,TEST_X_BZ_2464,0,0.0,1,FRESH_PASS,False,GREEN,HIGH,FRESH,10,0,raw_setup_payload.zones_X
164287,reliance,1,BUY,1277.81,1259.56,1392.79,1.0,2026-08-10 16:00:00,2026-08-10 16:00:00,True,False,2026-08-31 05:30:00,,pending,Still active,True,UNKNOWN,1277.81,,UNKNOWN,OK,,0,NO_SAME_SIDE_SETUP,BZ,,0,0.0,3,FRESH_PASS,False,GREEN,HIGH,FRESH,10,0,raw_setup_payload.zones_X
164289,bajaj_finance,2,BUY,1127.99,1115.79,1166.49,1.0,2026-08-03 13:22:00,2026-08-11 12:33:00,False,False,,,,,,UNKNOWN,1127.99,,UNKNOWN,OK,,1,PRICE_MATCH,BZ,TEST_X_BZ_3442,0,0.0,1,FRESH_PASS,False,GREEN,MEDIUM,FRESH,10,0,raw_setup_payload.zones_X
164290,bajaj_finance,6,BUY,1104.7,1077.21,1175.29,1.0,2026-08-07 15:10:00,2026-08-07 13:02:00,True,True,2026-08-10 15:10:00,2026-08-19 13:05:00,failed,Stoploss hit,True,SL,1104.7,1077.21,UNKNOWN,OK,,0,NO_SAME_SIDE_SETUP,BZ,,0,0.0,3,FRESH_PASS,False,GREEN,MEDIUM,FRESH,10,0,raw_setup_payload.zones_X
164291,ultratech_cement,1,BUY,11491.3,11258.9,12142.4,1.0,2026-08-11 16:00:00,2026-08-11 16:00:00,True,False,2026-08-19 05:30:00,,pending,Still active,True,UNKNOWN,11491.3,,UNKNOWN,OK,,0,NO_SAME_SIDE_SETUP,BZ,,0,0.0,3,FRESH_PASS,False,GREEN,HIGH,FRESH,10,0,raw_setup_payload.zones_X
164292,titan,5,BUY,5040.62,4975.15,5246.52,1.0,2026-08-11 16:00:00,2026-08-11 16:00:00,True,False,2026-08-12 09:31:00,,pending,Still active,True,UNKNOWN,5040.62,,UNKNOWN,OK,,0,NO_SAME_SIDE_SETUP,BZ,,0,0.0,3,FRESH_PASS,False,GREEN,MEDIUM,FRESH,10,0,raw_setup_payload.zones_X
164293,britannia_industries,5,BUY,5382.06,5327.31,5517.38,1.0,2026-08-03 13:22:00,2026-08-11 17:10:00,True,True,2026-08-06 13:02:00,2026-08-07 09:15:00,success,Target hit,True,TARGET,5382.06,5517.38,UNKNOWN,OK,,0,NO_SAME_SIDE_SETUP,BZ,,0,0.0,3,FRESH_PASS,False,GREEN,HIGH,FRESH,10,0,raw_setup_payload.zones_X
164295,hdfcbank,1,BUY,702.753,678.655,785.638,1.0,2026-08-12 13:42:00,2026-08-12 13:42:00,True,False,2026-09-01 09:43:00,,pending,Still active,True,UNKNOWN,702.753,,UNKNOWN,OK,,1,PRICE_MATCH,BZ,TEST_X_BZ_1036,0,0.0,2,FRESH_PASS,False,GREEN,MEDIUM,FRESH,10,0,raw_setup_payload.zones_X
164296,shriram_finance,2,BUY,1094.34,1073.12,1153.7,1.0,2026-08-12 13:42:00,2026-08-12 13:42:00,True,True,2026-08-27 09:55:00,2026-08-31 09:15:00,failed,Stoploss hit,True,SL,1094.34,1073.12,UNKNOWN,OK,,0,NO_SAME_SIDE_SETUP,GDZ,TEST_X_GDZ_3422,0,0.0,1,FRESH_PASS,False,RED,MEDIUM,FRESH,10,9,raw_setup_payload.zones_X
164297,sun_pharma,2,BUY,1850.77,1831.65,1922.54,1.0,2026-08-12 13:42:00,2026-08-12 13:42:00,False,False,,,,,,UNKNOWN,1850.77,,UNKNOWN,OK,,1,PRICE_MATCH,BZ,TEST_X_BZ_3206,0,0.0,1,FRESH_PASS,False,GREEN,HIGH,FRESH,10,0,raw_setup_payload.zones_X
164298,torrent_pharmaceuticals,2,BUY,4669.39,4566.48,4885.0,1.0,2026-08-12 13:42:00,2026-08-12 13:42:00,False,False,,,,,,UNKNOWN,4669.39,,UNKNOWN,OK,,1,PRICE_MATCH,BZ,TEST_X_BZ_3260,0,0.0,3,FRESH_PASS,False,GREEN,MEDIUM,FRESH,10,0,raw_setup_payload.zones_X
164299,titan,2,BUY,4866.69,4810.84,4987.42,1.0,2026-08-12 13:42:00,2026-08-12 13:42:00,False,False,,,,,,UNKNOWN,4866.69,,UNKNOWN,OK,,0,NO_SAME_SIDE_SETUP,BZ,,2,0.0,3,NON_FRESH_BLOCK_BY_G4,True,RED,MEDIUM,FRESH,6,0,raw_setup_payload.zones_X
164300,britannia_industries,5,BUY,5382.06,5326.49,5640.5,1.0,2026-08-12 13:42:00,2026-08-12 13:42:00,True,True,2026-08-21 09:25:00,2026-08-21 13:55:00,failed,Stoploss hit,True,SL,5382.06,5326.49,UNKNOWN,OK,,0,NO_SAME_SIDE_SETUP,BZ,,0,0.0,3,FRESH_PASS,False,GREEN,HIGH,FRESH,10,0,raw_setup_payload.zones_X
164301,ntpc,5,BUY,327.37,322.64,341.16,1.0,2026-08-12 13:42:00,2026-08-12 13:42:00,True,False,2026-08-28 13:50:00,,pending,Still active,True,UNKNOWN,327.37,,UNKNOWN,OK,,1,SAME_SIDE_FALLBACK,BZ,TEST_X_BZ_1027,0,0.0,1,FRESH_PASS,False,GREEN,HIGH,FRESH,10,0,raw_setup_payload.zones_X
164302,ultratech_cement,5,BUY,11518.3,11326.6,12077.6,1.0,2026-08-12 13:42:00,2026-08-12 13:42:00,True,False,2026-08-18 15:00:00,,pending,Still active,True,UNKNOWN,11518.3,,UNKNOWN,OK,,1,SAME_SIDE_FALLBACK,BZ,TEST_X_BZ_1418,0,0.0,1,FRESH_PASS,False,GREEN,HIGH,FRESH,10,0,raw_setup_payload.zones_X
164303,sun_pharma,25,BUY,1862.09,1833.16,1924.23,1.0,2026-08-12 13:42:00,2026-08-12 13:42:00,False,False,,,,,,UNKNOWN,1862.09,,UNKNOWN,OK,,0,NO_SAME_SIDE_SETUP,BZ,TEST_X_BZ_2288,0,0.0,3,FRESH_PASS,False,RED,HIGH,FRESH,10,0,raw_setup_payload.zones_X
164304,tvs_motor,6,BUY,4176.25,4139.71,4411.1,1.0,2026-08-12 13:42:00,2026-08-12 13:43:00,True,False,2026-08-28 12:30:00,,pending,Still active,True,UNKNOWN,4176.25,,UNKNOWN,OK,,0,NO_SAME_SIDE_SETUP,BZ,TEST_X_BZ_7327,0,0.0,3,FRESH_PASS,False,RED,MEDIUM,FRESH,10,0,raw_setup_payload.zones_X
164305,shriram_finance,6,BUY,1118.17,1104.75,1148.37,1.0,2026-08-13 16:00:00,2026-08-13 16:00:00,True,True,2026-08-14 13:25:00,2026-08-18 10:30:00,failed,Stoploss hit,True,SL,1118.17,1104.75,UNKNOWN,OK,,1,PRICE_MATCH,BZ,TEST_X_BZ_7355,0,0.0,1,FRESH_PASS,False,GREEN,HIGH,FRESH,10,0,raw_setup_payload.zones_X
164306,icicibank,2,BUY,1391.68,1375.46,1441.9,1.0,2026-08-14 16:00:00,2026-08-14 16:00:00,True,True,2026-08-19 13:25:00,2026-08-26 09:16:00,success,Target hit,True,TARGET,1391.68,1441.9,UNKNOWN,OK,,1,PRICE_MATCH,GDZ,TEST_X_GDZ_3280,1,0.0,1,FRESH_PASS,False,GREEN,MEDIUM,FRESH,8,8,raw_setup_payload.zones_X
164308,hindalco_industries,5,BUY,1041.76,1025.0,1087.95,1.0,2026-08-18 12:09:00,2026-08-18 12:10:00,True,True,2026-08-18 13:27:00,2026-08-19 14:15:00,failed,Stoploss hit,True,SL,1041.76,1025.0,UNKNOWN,OK,,0,NO_SAME_SIDE_SETUP,BZ,,0,0.0,3,FRESH_PASS,False,GREEN,HIGH,FRESH,10,0,raw_setup_payload.zones_X
164309,tvs_motor,25,BUY,4164.34,4105.87,4411.1,1.0,2026-08-18 17:21:00,2026-08-18 17:21:00,True,False,2026-08-28 12:15:00,,pending,Still active,True,UNKNOWN,4164.34,,UNKNOWN,OK,,1,SAME_SIDE_FALLBACK,BZ,TEST_X_BZ_2407,0,0.0,3,FRESH_PASS,False,GREEN,HIGH,FRESH,10,0,raw_setup_payload.zones_X
164310,shriram_finance,5,BUY,1110.86,1094.94,1147.27,1.0,2026-08-20 16:00:00,2026-08-20 16:00:00,True,True,2026-08-26 09:18:00,2026-08-26 14:15:00,failed,Stoploss hit,True,SL,1110.86,1094.94,UNKNOWN,OK,,1,SAME_SIDE_FALLBACK,BZ,TEST_X_BZ_1480,0,0.0,1,FRESH_PASS,False,GREEN,HIGH,FRESH,10,0,raw_setup_payload.zones_X
164311,shriram_finance,6,BUY,1117.17,1103.28,1153.7,1.0,2026-08-20 16:00:00,2026-08-20 16:00:00,True,True,2026-08-24 11:18:00,2026-08-27 09:15:00,failed,Stoploss hit,True,SL,1117.17,1103.28,UNKNOWN,OK,,1,PRICE_MATCH,GDZ,TEST_X_GDZ_7415,0,0.0,1,FRESH_PASS,False,GREEN,MEDIUM,FRESH,10,9,raw_setup_payload.zones_X
164313,divis_laboratories,1,BUY,8312.45,8186.78,8873.09,1.0,2026-08-21 17:26:00,2026-08-21 17:26:00,False,False,,,,,,UNKNOWN,8312.45,,UNKNOWN,OK,,1,PRICE_MATCH,BZ,TEST_X_BZ_1641,0,0.0,1,FRESH_PASS,False,GREEN,HIGH,FRESH,10,0,raw_setup_payload.zones_X
164314,indian_hotels,1,BUY,700.149,681.767,748.812,1.0,2026-08-21 17:26:00,2026-08-21 17:26:00,False,False,,,,,,UNKNOWN,700.149,,UNKNOWN,OK,,1,PRICE_MATCH,BZ,TEST_X_BZ_1602,0,0.0,1,FRESH_PASS,False,GREEN,HIGH,FRESH,10,0,raw_setup_payload.zones_X
164315,shree_cement,1,BUY,23735.6,23362.0,24760.0,1.0,2026-08-21 17:26:00,2026-08-21 17:26:00,True,True,2026-08-31 05:30:00,2026-08-31 05:30:00,failed,Stoploss hit,True,SL,23735.6,23362.0,UNKNOWN,OK,,1,PRICE_MATCH,BZ,TEST_X_BZ_1600,0,0.0,1,FRESH_PASS,False,GREEN,MEDIUM,FRESH,10,0,raw_setup_payload.zones_X
164316,varun_beverages,1,BUY,383.52,358.694,444.966,1.0,2026-08-21 17:26:00,2026-08-21 17:26:00,False,False,,,,,,UNKNOWN,383.52,,UNKNOWN,OK,,1,PRICE_MATCH,GDZ,TEST_X_GDZ_1556,0,0.0,3,FRESH_PASS,False,GREEN,MEDIUM,FRESH,10,8,raw_setup_payload.zones_X
164317,bajaj_finance,2,BUY,1087.93,1074.94,1144.6,1.0,2026-08-21 17:26:00,2026-08-21 17:26:00,True,True,2026-08-24 09:15:00,2026-08-25 09:15:00,failed,Stoploss hit,True,SL,1087.93,1074.94,UNKNOWN,OK,,1,PRICE_MATCH,GDZ,TEST_X_GDZ_3455,0,0.0,1,FRESH_PASS,False,GREEN,MEDIUM,FRESH,10,9,raw_setup_payload.zones_X
164318,bank_of_baroda,2,BUY,241.211,235.005,258.918,1.0,2026-08-21 17:26:00,2026-08-21 17:26:00,True,False,2026-08-24 11:03:00,,pending,Still active,True,UNKNOWN,241.211,,UNKNOWN,OK,,1,PRICE_MATCH,BZ,TEST_X_BZ_3363,0,0.0,3,FRESH_PASS,False,GREEN,MEDIUM,FRESH,10,0,raw_setup_payload.zones_X
164319,hdfcbank,2,BUY,725.15,717.681,759.54,1.0,2026-08-21 17:26:00,2026-08-21 17:26:00,True,True,2026-08-24 12:42:00,2026-08-27 09:15:00,failed,Stoploss hit,True,SL,725.15,717.681,UNKNOWN,OK,,1,PRICE_MATCH,GDZ,TEST_X_GDZ_3463,0,0.0,2,FRESH_PASS,False,GREEN,MEDIUM,FRESH,10,9,raw_setup_payload.zones_X
164320,varun_beverages,2,BUY,411.667,398.39,439.55,1.0,2026-08-21 17:26:00,2026-08-21 17:27:00,True,False,2026-08-31 09:15:00,,pending,Still active,True,UNKNOWN,411.667,,UNKNOWN,OK,,1,PRICE_MATCH,GDZ,TEST_X_GDZ_2811,0,0.0,1,FRESH_PASS,False,GREEN,MEDIUM,FRESH,10,8,raw_setup_payload.zones_X
164321,vedanta,2,BUY,265.598,260.786,281.0,1.0,2026-08-21 17:26:00,2026-08-21 17:27:00,False,False,,,,,,UNKNOWN,265.598,,UNKNOWN,OK,,1,PRICE_MATCH,GDZ,TEST_X_GDZ_3455,0,0.0,1,FRESH_PASS,False,GREEN,HIGH,FRESH,10,10,raw_setup_payload.zones_X
164322,bharat_electronics,5,BUY,401.501,397.399,419.36,1.0,2026-08-21 17:26:00,2026-08-21 17:27:00,False,False,,,,,,UNKNOWN,401.501,,UNKNOWN,OK,,1,PRICE_MATCH,BZ,TEST_X_BZ_1463,0,0.0,2,FRESH_PASS,False,GREEN,HIGH,FRESH,10,0,raw_setup_payload.zones_X
164323,jsw_steel,5,BUY,1240.86,1224.6,1281.35,1.0,2026-08-21 17:26:00,2026-08-21 17:27:00,False,False,,,,,,UNKNOWN,1240.86,,UNKNOWN,OK,,1,SAME_SIDE_FALLBACK,BZ,TEST_X_BZ_1428,0,0.0,3,FRESH_PASS,False,GREEN,MEDIUM,FRESH,10,0,raw_setup_payload.zones_X
164324,shree_cement,5,BUY,23184.7,22901.2,24545.0,1.0,2026-08-21 17:26:00,2026-08-21 17:27:00,False,False,,,,,,UNKNOWN,23184.7,,UNKNOWN,OK,,1,PRICE_MATCH,BZ,TEST_X_BZ_1197,0,0.0,1,FRESH_PASS,False,GREEN,MEDIUM,FRESH,10,0,raw_setup_payload.zones_X
164325,tatamotors,5,BUY,304.65,293.319,330.0,1.0,2026-08-21 17:26:00,2026-08-21 17:27:00,False,False,,,,,,UNKNOWN,304.65,,UNKNOWN,OK,,1,PRICE_MATCH,BZ,TEST_X_BZ_1201,0,0.0,1,FRESH_PASS,False,GREEN,MEDIUM,FRESH,10,0,raw_setup_payload.zones_X
164326,bharat_electronics,25,BUY,402.303,397.656,414.318,1.0,2026-08-21 17:26:00,2026-08-21 17:27:00,False,False,,,,,,UNKNOWN,402.303,,UNKNOWN,OK,,1,PRICE_MATCH,BZ,TEST_X_BZ_2437,0,0.0,1,FRESH_PASS,False,GREEN,HIGH,FRESH,10,0,raw_setup_payload.zones_X
164327,cholamandalam_investment,25,BUY,1842.4,1814.53,1901.96,1.0,2026-08-21 17:26:00,2026-08-21 17:27:00,True,True,2026-08-24 13:20:00,2026-08-25 15:00:00,success,Target hit,True,TARGET,1842.4,1901.96,UNKNOWN,OK,,1,SAME_SIDE_FALLBACK,BZ,TEST_X_BZ_2397,0,0.0,1,FRESH_PASS,False,GREEN,MEDIUM,FRESH,10,0,raw_setup_payload.zones_X
164328,power_finance_corporation,25,BUY,354.581,350.75,365.002,1.0,2026-08-21 17:26:00,2026-08-21 17:27:00,True,True,2026-08-27 11:22:00,2026-08-28 12:00:00,failed,Stoploss hit,True,SL,354.581,350.75,UNKNOWN,OK,,1,PRICE_MATCH,BZ,TEST_X_BZ_1753,0,0.0,1,FRESH_PASS,False,GREEN,HIGH,FRESH,10,0,raw_setup_payload.zones_X
164329,shree_cement,25,BUY,23405.1,23096.6,24545.0,1.0,2026-08-21 17:26:00,2026-08-21 17:27:00,True,False,2026-08-31 15:00:00,,pending,Still active,True,UNKNOWN,23405.1,,UNKNOWN,OK,,1,SAME_SIDE_FALLBACK,BZ,TEST_X_BZ_2222,0,0.0,3,FRESH_PASS,False,GREEN,MEDIUM,FRESH,10,0,raw_setup_payload.zones_X
164330,tatamotors,25,BUY,305.107,299.243,318.97,1.0,2026-08-21 17:26:00,2026-08-21 17:27:00,False,False,,,,,,UNKNOWN,305.107,,UNKNOWN,OK,,1,PRICE_MATCH,BZ,TEST_X_BZ_2002,0,0.0,1,FRESH_PASS,False,GREEN,HIGH,FRESH,10,0,raw_setup_payload.zones_X
164331,varun_beverages,25,BUY,399.65,394.509,439.55,1.0,2026-08-21 17:26:00,2026-08-21 17:27:00,False,False,,,,,,UNKNOWN,399.65,,UNKNOWN,OK,,1,PRICE_MATCH,GDZ,TEST_X_GDZ_2006,0,0.0,3,FRESH_PASS,False,GREEN,HIGH,FRESH,10,10,raw_setup_payload.zones_X
164332,shree_cement,6,BUY,23385.0,23118.2,24225.0,1.0,2026-08-21 17:26:00,2026-08-21 17:28:00,True,False,2026-08-31 15:20:00,,pending,Still active,True,UNKNOWN,23385.0,,UNKNOWN,OK,,1,SAME_SIDE_FALLBACK,BZ,TEST_X_BZ_6665,0,0.0,3,FRESH_PASS,False,GREEN,MEDIUM,FRESH,10,0,raw_setup_payload.zones_X
164333,trent,6,BUY,2795.49,2717.99,2980.1,1.0,2026-08-21 17:26:00,2026-08-21 17:28:00,False,False,,,,,,UNKNOWN,2795.49,,UNKNOWN,OK,,1,PRICE_MATCH,GDZ,TEST_X_GDZ_6695,0,0.0,1,FRESH_PASS,False,GREEN,HIGH,FRESH,10,9,raw_setup_payload.zones_X
164334,hindalco_industries,2,BUY,1044.86,1027.66,1081.49,1.0,2026-08-24 16:04:00,2026-08-24 16:05:00,True,True,2026-08-25 09:51:00,2026-08-27 13:15:00,failed,Stoploss hit,True,SL,1044.86,1027.66,UNKNOWN,OK,,1,PRICE_MATCH,GDZ,TEST_X_GDZ_3455,0,0.0,1,FRESH_PASS,False,GREEN,MEDIUM,FRESH,10,8,raw_setup_payload.zones_X
164335,jsw_steel,6,BUY,1292.14,1278.94,1335.0,1.0,2026-08-24 16:04:00,2026-08-24 16:07:00,False,False,,,,,,UNKNOWN,1292.14,,UNKNOWN,OK,,1,SAME_SIDE_FALLBACK,BZ,TEST_X_BZ_7398,0,0.0,2,FRESH_PASS,False,GREEN,HIGH,FRESH,10,0,raw_setup_payload.zones_X
164336,jsw_steel,1,BUY,1299.95,1273.94,1371.39,1.0,2026-08-25 16:00:00,2026-08-25 16:00:00,False,False,,,,,,UNKNOWN,1299.95,,UNKNOWN,OK,,1,PRICE_MATCH,BZ,TEST_X_BZ_1651,0,0.0,1,FRESH_PASS,False,GREEN,HIGH,FRESH,10,0,raw_setup_payload.zones_X
164337,siemens,1,BUY,3925.88,3853.17,4930.68,1.0,2026-08-25 16:00:00,2026-08-25 16:00:00,False,False,,,,,,UNKNOWN,3925.88,,UNKNOWN,OK,,1,PRICE_MATCH,BZ,TEST_X_BZ_1651,0,0.0,1,FRESH_PASS,False,GREEN,HIGH,FRESH,10,0,raw_setup_payload.zones_X
